comment,cleaned_comments,Tagged
برای هدیه واسه کسی گرفتم . نسبت به قیمتش ، ماندگاری و بوی خیلی خوبی داره و طراحی شیشه ی قشنگی هم داره,برای هدیه واسه کسی گرفتم نسبت به قیمتش ماندگاری و بوی خیلی خوبی داره و طراحی شیشه‌ی قشنگی هم داره,"[('برای', 'ADP,EZ'), ('هدیه', 'NOUN,EZ'), ('واسه', 'NOUN'), ('کسی', 'NOUN'), ('گرفتم', 'VERB'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('قیمتش', 'NOUN'), ('ماندگاری', 'VERB'), ('و', 'CCONJ'), ('بوی', 'NOUN,EZ'), ('خیلی', 'ADV'), ('خوبی', 'ADJ'), ('داره', 'VERB'), ('و', 'CCONJ'), ('طراحی', 'NOUN,EZ'), ('شیشه\u200cی', 'NOUN,EZ'), ('قشنگی', 'ADJ'), ('هم', 'CCONJ'), ('داره', 'VERB')]"
برای هدیه واسه کسی گرفتم . نسبت به قیمتش ، ماندگاری و بوی خیلی خوبی داره و طراحی شیشه ی قشنگی هم داره,برای هدیه واسه کسی گرفتم نسبت به قیمتش ماندگاری و بوی خیلی خوبی داره و طراحی شیشه‌ی قشنگی هم داره,"[('برای', 'ADP,EZ'), ('هدیه', 'NOUN,EZ'), ('واسه', 'NOUN'), ('کسی', 'NOUN'), ('گرفتم', 'VERB'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('قیمتش', 'NOUN'), ('ماندگاری', 'VERB'), ('و', 'CCONJ'), ('بوی', 'NOUN,EZ'), ('خیلی', 'ADV'), ('خوبی', 'ADJ'), ('داره', 'VERB'), ('و', 'CCONJ'), ('طراحی', 'NOUN,EZ'), ('شیشه\u200cی', 'NOUN,EZ'), ('قشنگی', 'ADJ'), ('هم', 'CCONJ'), ('داره', 'VERB')]"
خوبی و بدی ذکر شده، برای استفاده روزمره نرمی قابل قبول و دوام بالایی دارد,خوبی و بدی ذکر شده برای استفاده روزمره نرمی قابل‌قبول و دوام بالایی دارد,"[('خوبی', 'NOUN'), ('و', 'CCONJ'), ('بدی', 'NOUN'), ('ذکر', 'NOUN'), ('شده', 'VERB'), ('برای', 'ADP,EZ'), ('استفاده', 'NOUN,EZ'), ('روزمره', 'ADJ,EZ'), ('نرمی', 'NOUN,EZ'), ('قابل\u200cقبول', 'ADJ'), ('و', 'CCONJ'), ('دوام', 'NOUN,EZ'), ('بالایی', 'ADJ'), ('دارد', 'VERB')]"
جنس بسیار ضعیف دارد,جنس بسیار ضعیف دارد,"[('جنس', 'NOUN,EZ'), ('بسیار', 'ADV'), ('ضعیف', 'ADJ'), ('دارد', 'VERB')]"
عاشقشم بهترین ادکلن دنیا,عاشقشم بهترین ادکلن دنیا,"[('عاشقشم', 'NOUN'), ('بهترین', 'ADJ'), ('ادکلن', 'NOUN,EZ'), ('دنیا', 'NOUN')]"
سلام من این اتود را از سال 92 دارم از زمان تا حالا فقط رنگ درافیکس و اون چیزایی که روش نوشته شده بر اثر نوشتن و تماس زیاد با دستم از بین رفته اما کاراییشو از دست نداده  فقط ی چیز بدی که داره اینه که بعضا که نوک توش گیر میکنه نوکرو خیلی خرد میکنه و اینکه باید حتما مراقب نوکش باشید تا مبادا خم بشه چون در اون صورت عملا کاراییشو از دست میده,سلام من این اتود را از سال ۹۲ دارم از زمان تا حالا فقط رنگ درافیکس و اون چیزایی که روش نوشته‌شده بر اثر نوشتن و تماس زیاد با دستم از بین رفته اما کاراییشو از دست نداده فقط‌ی چیز بدی که داره اینه که بعضا که نوک توش گیر میکنه نوکرو خیلی خرد میکنه و اینکه باید حتما مراقب نوکش باشید تا مبادا خم بشه چون در اون صورت عملا کاراییشو از دست میده,"[('سلام', 'NOUN,EZ'), ('من', 'PRON'), ('این', 'DET'), ('اتود', 'NOUN'), ('را', 'ADP'), ('از', 'ADP'), ('سال', 'NOUN,EZ'), ('۹۲', 'NUM'), ('دارم', 'VERB'), ('از', 'ADP'), ('زمان', 'NOUN'), ('تا', 'ADP'), ('حالا', 'ADV'), ('فقط', 'ADV'), ('رنگ', 'NOUN,EZ'), ('درافیکس', 'NOUN'), ('و', 'CCONJ'), ('اون', 'DET'), ('چیزایی', 'NOUN'), ('که', 'SCONJ'), ('روش', 'NOUN,EZ'), ('نوشته\u200cشده', 'ADJ'), ('بر', 'ADP'), ('اثر', 'NOUN,EZ'), ('نوشتن', 'NOUN'), ('و', 'CCONJ'), ('تماس', 'NOUN,EZ'), ('زیاد', 'ADJ'), ('با', 'ADP'), ('دستم', 'NOUN'), ('از', 'ADP'), ('بین', 'NOUN'), ('رفته', 'VERB'), ('اما', 'CCONJ'), ('کاراییشو', 'ADP'), ('از', 'ADP'), ('دست', 'NOUN'), ('نداده', 'VERB'), ('فقط\u200cی', 'NOUN'), ('چیز', 'NOUN,EZ'), ('بدی', 'ADJ'), ('که', 'SCONJ'), ('داره', 'VERB'), ('اینه', 'VERB'), ('که', 'SCONJ'), ('بعضا', 'ADV'), ('که', 'SCONJ'), ('نوک', 'NOUN,EZ'), ('توش', 'NOUN'), ('گیر', 'NOUN'), ('میکنه', 'VERB'), ('نوکرو', 'NOUN'), ('خیلی', 'ADV'), ('خرد', 'ADJ'), ('میکنه', 'VERB'), ('و', 'CCONJ'), ('اینکه', 'CCONJ'), ('باید', 'VERB'), ('حتما', 'ADV'), ('مراقب', 'ADJ,EZ'), ('نوکش', 'NOUN'), ('باشید', 'VERB'), ('تا', 'SCONJ'), ('مبادا', 'ADV'), ('خم', 'ADJ'), ('بشه', 'VERB'), ('چون', 'SCONJ'), ('در', 'ADP'), ('اون', 'DET'), ('صورت', 'NOUN'), ('عملا', 'ADV'), ('کاراییشو', 'ADP'), ('از', 'ADP'), ('دست', 'NOUN'), ('میده', 'VERB')]"
توصیه میکنم به هیچ عنوان از این روغن برای پژو 206 استفاده نکنید اصلاً خوب نیست,توصیه می‌کنم به هیچ عنوان از این روغن برای پژو ۲۰۶ استفاده نکنید اصلا خوب نیست,"[('توصیه', 'NOUN'), ('می\u200cکنم', 'VERB'), ('به', 'ADP'), ('هیچ', 'DET'), ('عنوان', 'NOUN'), ('از', 'ADP'), ('این', 'DET'), ('روغن', 'NOUN'), ('برای', 'ADP,EZ'), ('پژو', 'NOUN'), ('۲۰۶', 'NUM'), ('استفاده', 'NOUN'), ('نکنید', 'VERB'), ('اصلا', 'ADV'), ('خوب', 'ADJ'), ('نیست', 'VERB')]"
عالی ، نسبت به اندازه,عالی نسبت به اندازه,"[('عالی', 'ADJ'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('اندازه', 'NOUN')]"
از عکس های دیجیکالا خیلی سر تره وقتی دیدمش حسابی نظرمو جلب کرد در حد جنس های لوکس خارجی شایدم بهتر شک نکنید توی خریدش.,از عکس‌های دیجیکالا خیلی سر تره وقتی دیدمش حسابی نظرمو جلب کرد در حد جنس‌های لوکس خارجی شایدم بهتر شک نکنید توی خریدش,"[('از', 'ADP'), ('عکس\u200cهای', 'NOUN,EZ'), ('دیجیکالا', 'ADJ'), ('خیلی', 'ADV'), ('سر', 'NOUN,EZ'), ('تره', 'NOUN'), ('وقتی', 'NOUN'), ('دیدمش', 'VERB'), ('حسابی', 'ADV'), ('نظرمو', 'NOUN'), ('جلب', 'NOUN'), ('کرد', 'VERB'), ('در', 'ADP'), ('حد', 'NOUN,EZ'), ('جنس\u200cهای', 'NOUN,EZ'), ('لوکس', 'ADJ,EZ'), ('خارجی', 'ADJ'), ('شایدم', 'VERB'), ('بهتر', 'ADV'), ('شک', 'NOUN'), ('نکنید', 'VERB'), ('توی', 'ADP,EZ'), ('خریدش', 'NOUN')]"
زیبا و عالی از عکسش عالی,زیبا و عالی از عکسش عالی,"[('زیبا', 'ADJ'), ('و', 'CCONJ'), ('عالی', 'ADJ'), ('از', 'ADP'), ('عکسش', 'NOUN,EZ'), ('عالی', 'ADJ')]"
"وقتی یکی از ارزون ترین اسمارت فون های بازار رو میخرید نباید توقع خاصی ازش داشته باشید.
در حد تلگرام و اینستاگرام خوبه. قاعدتا دورببن خاصی نداره.
کیفیت صفحه راضی کنندس.
فقط خام بودن آندروید باعث میشه برای هر کاری نیاز ب نصب نرم افزار باشه چون حتی گالری هم در اختیار ندارید","وقتی یکی از ارزون‌ترین اسمارت فون‌های بازار رو می‌خرید نباید توقع خاصی ازش داشته باشید 
در حد تلگرام و اینستاگرام خوبه قاعدتا دورببن خاصی نداره 
کیفیت صفحه راضی کنندس 
فقط خام بودن آندروید باعث میشه برای هر کاری نیاز ب نصب نرم‌افزار باشه چون حتی گالری هم در اختیار ندارید","[('وقتی', 'SCONJ'), ('یکی', 'NUM'), ('از', 'ADP'), ('ارزون\u200cترین', 'ADJ'), ('اسمارت', 'NOUN,EZ'), ('فون\u200cهای', 'NOUN,EZ'), ('بازار', 'NOUN'), ('رو', 'ADP'), ('می\u200cخرید', 'VERB'), ('نباید', 'VERB'), ('توقع', 'NOUN,EZ'), ('خاصی', 'ADJ'), ('ازش', 'ADP'), ('داشته_باشید', 'VERB'), ('در', 'ADP'), ('حد', 'NOUN,EZ'), ('تلگرام', 'NOUN'), ('و', 'CCONJ'), ('اینستاگرام', 'NOUN'), ('خوبه', 'VERB'), ('قاعدتا', 'ADV'), ('دورببن', 'NOUN'), ('خاصی', 'ADJ'), ('نداره', 'VERB'), ('کیفیت', 'NOUN,EZ'), ('صفحه', 'NOUN'), ('راضی', 'ADJ,EZ'), ('کنندس', 'NOUN'), ('فقط', 'ADV'), ('خام', 'ADJ'), ('بودن', 'NOUN,EZ'), ('آندروید', 'NOUN'), ('باعث', 'ADJ,EZ'), ('میشه', 'NOUN'), ('برای', 'ADP,EZ'), ('هر', 'DET'), ('کاری', 'NOUN'), ('نیاز', 'NOUN,EZ'), ('ب', 'NOUN'), ('نصب', 'NOUN,EZ'), ('نرم\u200cافزار', 'NOUN'), ('باشه', 'VERB'), ('چون', 'SCONJ'), ('حتی', 'ADV'), ('گالری', 'NOUN'), ('هم', 'CCONJ'), ('در', 'ADP'), ('اختیار', 'NOUN'), ('ندارید', 'VERB')]"
